Schuljahr;Schulart;Schulabschluss;Geschlecht;Anzahl
2017/18;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;12243
2017/18;Gymnasien (G8);Fachhochschulreife;weiblich;0
2017/18;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;115128
2017/18;Gymnasien (G8);Insgesamt;weiblich;130188
2017/18;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;3351
2017/18;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;12972
2017/18;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;27507
2017/18;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;0
2017/18;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;17262
2017/18;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;61092
2017/18;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;168
2017/18;Freie Waldorfschulen;Erster Schulabschluss;weiblich;135
2017/18;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;1023
2017/18;Freie Waldorfschulen;Fachhochschulreife;weiblich;198
2017/18;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1785
2017/18;Freie Waldorfschulen;Insgesamt;weiblich;3306
2017/18;Förderschulen;Ohne Ersten Schulabschluss;weiblich;8925
2017/18;Förderschulen;Erster Schulabschluss;weiblich;2568
2017/18;Förderschulen;Mittlerer Schulabschluss;weiblich;489
2017/18;Förderschulen;Fachhochschulreife;weiblich;0
2017/18;Förderschulen;Allgemeine Hochschulreife;weiblich;39
2017/18;Förderschulen;Insgesamt;weiblich;12021
2017/18;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2017/18;Abendhauptschulen;Erster Schulabschluss;weiblich;132
2017/18;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2017/18;Abendhauptschulen;Fachhochschulreife;weiblich;0
2017/18;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2017/18;Abendhauptschulen;Insgesamt;weiblich;132
2017/18;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2017/18;Abendrealschulen;Erster Schulabschluss;weiblich;525
2017/18;Abendrealschulen;Mittlerer Schulabschluss;weiblich;1347
2017/18;Abendrealschulen;Fachhochschulreife;weiblich;0
2017/18;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2017/18;Abendrealschulen;Insgesamt;weiblich;1872
2017/18;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2017/18;Abendgymnasien;Erster Schulabschluss;weiblich;12
2017/18;Abendgymnasien;Mittlerer Schulabschluss;weiblich;411
2017/18;Abendgymnasien;Fachhochschulreife;weiblich;105
2017/18;Abendgymnasien;Allgemeine Hochschulreife;weiblich;915
2017/18;Abendgymnasien;Insgesamt;weiblich;1446
2017/18;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2017/18;Kollegs;Erster Schulabschluss;weiblich;9
2017/18;Kollegs;Mittlerer Schulabschluss;weiblich;399
2017/18;Kollegs;Fachhochschulreife;weiblich;27
2017/18;Kollegs;Allgemeine Hochschulreife;weiblich;1086
2017/18;Kollegs;Insgesamt;weiblich;1521
2017/18;Externe;Ohne Ersten Schulabschluss;weiblich;0
2017/18;Externe;Erster Schulabschluss;weiblich;1758
2017/18;Externe;Mittlerer Schulabschluss;weiblich;735
2017/18;Externe;Fachhochschulreife;weiblich;132
2017/18;Externe;Allgemeine Hochschulreife;weiblich;306
2017/18;Externe;Insgesamt;weiblich;2934
2017/18;Insgesamt;Ohne Ersten Schulabschluss;weiblich;20025
2017/18;Insgesamt;Erster Schulabschluss;weiblich;52578
2017/18;Insgesamt;Mittlerer Schulabschluss;weiblich;164574
2017/18;Insgesamt;Fachhochschulreife;weiblich;462
2017/18;Insgesamt;Allgemeine Hochschulreife;weiblich;154455
2017/18;Insgesamt;Insgesamt;weiblich;392094
2017/18;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;9228
2017/18;Hauptschulen;Erster Schulabschluss;Insgesamt;53634
2017/18;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;31617
2017/18;Hauptschulen;Fachhochschulreife;Insgesamt;0
2017/18;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2017/18;Hauptschulen;Insgesamt;Insgesamt;94479
2017/18;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;6996
2017/18;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;21543
2017/18;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;64317
2017/18;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2017/18;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2017/18;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;92859
2017/18;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2757
2017/18;Realschulen;Erster Schulabschluss;Insgesamt;6903
2017/18;Realschulen;Mittlerer Schulabschluss;Insgesamt;142386
2017/18;Realschulen;Fachhochschulreife;Insgesamt;0
2017/18;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2017/18;Realschulen;Insgesamt;Insgesamt;152046
2017/18;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;114
2017/18;Gymnasien (G9);Erster Schulabschluss;Insgesamt;513
2017/18;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;8943
2017/18;Gymnasien (G9);Fachhochschulreife;Insgesamt;0
2017/18;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;32022
2017/18;Gymnasien (G9);Insgesamt;Insgesamt;41592
2017/18;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;1809
2017/18;Gymnasien (G8);Erster Schulabschluss;Insgesamt;4539
2017/18;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;26196
2017/18;Gymnasien (G8);Fachhochschulreife;Insgesamt;0
2017/18;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;211206
2017/18;Gymnasien (G8);Insgesamt;Insgesamt;243750
2017/18;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;8577
2017/18;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;31632
2017/18;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;57924
2017/18;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2017/18;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;31386
2017/18;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;129519
2017/18;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;354
2017/18;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;375
2017/18;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;2124
2017/18;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;351
2017/18;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;3240
2017/18;Freie Waldorfschulen;Insgesamt;Insgesamt;6441
2017/18;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;23760
2017/18;Förderschulen;Erster Schulabschluss;Insgesamt;7749
2017/18;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1353
2017/18;Förderschulen;Fachhochschulreife;Insgesamt;0
2017/18;Förderschulen;Allgemeine Hochschulreife;Insgesamt;90
2017/18;Förderschulen;Insgesamt;Insgesamt;32952
2017/18;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2017/18;Abendhauptschulen;Erster Schulabschluss;Insgesamt;375
2017/18;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2017/18;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2017/18;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2017/18;Abendhauptschulen;Insgesamt;Insgesamt;375
2017/18;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2017/18;Abendrealschulen;Erster Schulabschluss;Insgesamt;1269
2017/18;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;3006
2017/18;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2017/18;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2017/18;Abendrealschulen;Insgesamt;Insgesamt;4275
2017/18;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2017/18;Abendgymnasien;Erster Schulabschluss;Insgesamt;21
2017/18;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;855
2017/18;Abendgymnasien;Fachhochschulreife;Insgesamt;246
2017/18;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;1710
2017/18;Abendgymnasien;Insgesamt;Insgesamt;2835
2017/18;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2017/18;Kollegs;Erster Schulabschluss;Insgesamt;18
2017/18;Kollegs;Mittlerer Schulabschluss;Insgesamt;936
2017/18;Kollegs;Fachhochschulreife;Insgesamt;78
2017/18;Kollegs;Allgemeine Hochschulreife;Insgesamt;2301
2017/18;Kollegs;Insgesamt;Insgesamt;3333
2017/18;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2017/18;Externe;Erster Schulabschluss;Insgesamt;4941
2017/18;Externe;Mittlerer Schulabschluss;Insgesamt;1947
2017/18;Externe;Fachhochschulreife;Insgesamt;225
2017/18;Externe;Allgemeine Hochschulreife;Insgesamt;591
2017/18;Externe;Insgesamt;Insgesamt;7707
2017/18;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;53598
2017/18;Insgesamt;Erster Schulabschluss;Insgesamt;133515
2017/18;Insgesamt;Mittlerer Schulabschluss;Insgesamt;341604
2017/18;Insgesamt;Fachhochschulreife;Insgesamt;900
2017/18;Insgesamt;Allgemeine Hochschulreife;Insgesamt;282552
2017/18;Insgesamt;Insgesamt;Insgesamt;812166
2018/19;Hauptschulen;Ohne Ersten Schulabschluss;männlich;5289
2018/19;Hauptschulen;Erster Schulabschluss;männlich;28101
2018/19;Hauptschulen;Mittlerer Schulabschluss;männlich;14931
2018/19;Hauptschulen;Fachhochschulreife;männlich;0
2018/19;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2018/19;Hauptschulen;Insgesamt;männlich;48321
2018/19;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;4848
2018/19;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;13824
2018/19;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;33477
2018/19;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2018/19;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2018/19;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;52149
2018/19;Realschulen;Ohne Ersten Schulabschluss;männlich;1626
2018/19;Realschulen;Erster Schulabschluss;männlich;4002
2018/19;Realschulen;Mittlerer Schulabschluss;männlich;67302
2018/19;Realschulen;Fachhochschulreife;männlich;0
2018/19;Realschulen;Allgemeine Hochschulreife;männlich;0
2018/19;Realschulen;Insgesamt;männlich;72930
2018/19;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;90
2018/19;Gymnasien (G9);Erster Schulabschluss;männlich;303
2018/19;Gymnasien (G9);Mittlerer Schulabschluss;männlich;5133
2018/19;Gymnasien (G9);Fachhochschulreife;männlich;0
2018/19;Gymnasien (G9);Allgemeine Hochschulreife;männlich;13644
2018/19;Gymnasien (G9);Insgesamt;männlich;19167
2018/19;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;708
2018/19;Gymnasien (G8);Erster Schulabschluss;männlich;2316
2018/19;Gymnasien (G8);Mittlerer Schulabschluss;männlich;13641
2018/19;Gymnasien (G8);Fachhochschulreife;männlich;0
2018/19;Gymnasien (G8);Allgemeine Hochschulreife;männlich;93861
2018/19;Gymnasien (G8);Insgesamt;männlich;110523
2018/19;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;6093
2018/19;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;22614
2018/19;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;33264
2018/19;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2018/19;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;13956
2018/19;Schularten mit drei Bildungsgängen;Insgesamt;männlich;75927
2018/19;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;123
2018/19;Freie Waldorfschulen;Erster Schulabschluss;männlich;285
2018/19;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1158
2018/19;Freie Waldorfschulen;Fachhochschulreife;männlich;183
2018/19;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1422
2018/19;Freie Waldorfschulen;Insgesamt;männlich;3171
2018/19;Förderschulen;Ohne Ersten Schulabschluss;männlich;14403
2018/19;Förderschulen;Erster Schulabschluss;männlich;5088
2018/19;Förderschulen;Mittlerer Schulabschluss;männlich;864
2018/19;Förderschulen;Fachhochschulreife;männlich;0
2018/19;Förderschulen;Allgemeine Hochschulreife;männlich;48
2018/19;Förderschulen;Insgesamt;männlich;20403
2018/19;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2018/19;Abendhauptschulen;Erster Schulabschluss;männlich;225
2018/19;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2018/19;Abendhauptschulen;Fachhochschulreife;männlich;0
2018/19;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2018/19;Abendhauptschulen;Insgesamt;männlich;225
2018/19;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2018/19;Abendrealschulen;Erster Schulabschluss;männlich;729
2018/19;Abendrealschulen;Mittlerer Schulabschluss;männlich;1701
2018/19;Abendrealschulen;Fachhochschulreife;männlich;0
2018/19;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2018/19;Abendrealschulen;Insgesamt;männlich;2430
2018/19;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2018/19;Abendgymnasien;Erster Schulabschluss;männlich;6
2018/19;Abendgymnasien;Mittlerer Schulabschluss;männlich;384
2018/19;Abendgymnasien;Fachhochschulreife;männlich;81
2018/19;Abendgymnasien;Allgemeine Hochschulreife;männlich;768
2018/19;Abendgymnasien;Insgesamt;männlich;1239
2018/19;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2018/19;Kollegs;Erster Schulabschluss;männlich;3
2018/19;Kollegs;Mittlerer Schulabschluss;männlich;468
2018/19;Kollegs;Fachhochschulreife;männlich;54
2018/19;Kollegs;Allgemeine Hochschulreife;männlich;1119
2018/19;Kollegs;Insgesamt;männlich;1644
2018/19;Externe;Ohne Ersten Schulabschluss;männlich;0
2018/19;Externe;Erster Schulabschluss;männlich;2337
2018/19;Externe;Mittlerer Schulabschluss;männlich;1059
2018/19;Externe;Fachhochschulreife;männlich;0
2018/19;Externe;Allgemeine Hochschulreife;männlich;237
2018/19;Externe;Insgesamt;männlich;3636
2018/19;Insgesamt;Ohne Ersten Schulabschluss;männlich;33177
2018/19;Insgesamt;Erster Schulabschluss;männlich;79830
2018/19;Insgesamt;Mittlerer Schulabschluss;männlich;173385
2018/19;Insgesamt;Fachhochschulreife;männlich;318
2018/19;Insgesamt;Allgemeine Hochschulreife;männlich;125055
2018/19;Insgesamt;Insgesamt;männlich;411765
2018/19;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;2991
2018/19;Hauptschulen;Erster Schulabschluss;weiblich;19023
2018/19;Hauptschulen;Mittlerer Schulabschluss;weiblich;13140
2018/19;Hauptschulen;Fachhochschulreife;weiblich;0
2018/19;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2018/19;Hauptschulen;Insgesamt;weiblich;35154
2018/19;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2613
2018/19;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;8679
2018/19;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;31128
2018/19;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2018/19;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2018/19;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;42420
2018/19;Realschulen;Ohne Ersten Schulabschluss;weiblich;909
2018/19;Realschulen;Erster Schulabschluss;weiblich;2400
2018/19;Realschulen;Mittlerer Schulabschluss;weiblich;68085
2018/19;Realschulen;Fachhochschulreife;weiblich;0
2018/19;Realschulen;Allgemeine Hochschulreife;weiblich;0
2018/19;Realschulen;Insgesamt;weiblich;71397
2018/19;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;78
2018/19;Gymnasien (G9);Erster Schulabschluss;weiblich;270
2018/19;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;5220
2018/19;Gymnasien (G9);Fachhochschulreife;weiblich;0
2018/19;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;17616
2018/19;Gymnasien (G9);Insgesamt;weiblich;23184
2018/19;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;516
2018/19;Gymnasien (G8);Erster Schulabschluss;weiblich;1929
2018/19;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;12090
2018/19;Gymnasien (G8);Fachhochschulreife;weiblich;0
2018/19;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;113139
2018/19;Gymnasien (G8);Insgesamt;weiblich;127674
2018/19;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;3840
2018/19;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;15507
2018/19;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;30366
2018/19;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;0
2018/19;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;17613
2018/19;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;67329
2018/19;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;126
2018/19;Freie Waldorfschulen;Erster Schulabschluss;weiblich;222
2018/19;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;1107
2018/19;Freie Waldorfschulen;Fachhochschulreife;weiblich;204
2018/19;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1836
2018/19;Freie Waldorfschulen;Insgesamt;weiblich;3492
2018/19;Förderschulen;Ohne Ersten Schulabschluss;weiblich;8577
2018/19;Förderschulen;Erster Schulabschluss;weiblich;2445
2018/19;Förderschulen;Mittlerer Schulabschluss;weiblich;429
2018/19;Förderschulen;Fachhochschulreife;weiblich;0
2018/19;Förderschulen;Allgemeine Hochschulreife;weiblich;18
2018/19;Förderschulen;Insgesamt;weiblich;11472
2018/19;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2018/19;Abendhauptschulen;Erster Schulabschluss;weiblich;153
2018/19;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2018/19;Abendhauptschulen;Fachhochschulreife;weiblich;0
2018/19;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2018/19;Abendhauptschulen;Insgesamt;weiblich;153
2018/19;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2018/19;Abendrealschulen;Erster Schulabschluss;weiblich;486
2018/19;Abendrealschulen;Mittlerer Schulabschluss;weiblich;1320
2018/19;Abendrealschulen;Fachhochschulreife;weiblich;0
2018/19;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2018/19;Abendrealschulen;Insgesamt;weiblich;1809
2018/19;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2018/19;Abendgymnasien;Erster Schulabschluss;weiblich;6
2018/19;Abendgymnasien;Mittlerer Schulabschluss;weiblich;282
2018/19;Abendgymnasien;Fachhochschulreife;weiblich;63
2018/19;Abendgymnasien;Allgemeine Hochschulreife;weiblich;822
2018/19;Abendgymnasien;Insgesamt;weiblich;1176
2018/19;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2018/19;Kollegs;Erster Schulabschluss;weiblich;9
2018/19;Kollegs;Mittlerer Schulabschluss;weiblich;357
2018/19;Kollegs;Fachhochschulreife;weiblich;36
2018/19;Kollegs;Allgemeine Hochschulreife;weiblich;972
2018/19;Kollegs;Insgesamt;weiblich;1371
2018/19;Externe;Ohne Ersten Schulabschluss;weiblich;0
2018/19;Externe;Erster Schulabschluss;weiblich;1509
2018/19;Externe;Mittlerer Schulabschluss;weiblich;666
2018/19;Externe;Fachhochschulreife;weiblich;0
2018/19;Externe;Allgemeine Hochschulreife;weiblich;240
2018/19;Externe;Insgesamt;weiblich;2415
2018/19;Insgesamt;Ohne Ersten Schulabschluss;weiblich;19653
2018/19;Insgesamt;Erster Schulabschluss;weiblich;52638
2018/19;Insgesamt;Mittlerer Schulabschluss;weiblich;164193
2018/19;Insgesamt;Fachhochschulreife;weiblich;306
2018/19;Insgesamt;Allgemeine Hochschulreife;weiblich;152256
2018/19;Insgesamt;Insgesamt;weiblich;389046
2018/19;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;8283
2018/19;Hauptschulen;Erster Schulabschluss;Insgesamt;47121
2018/19;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;28071
2018/19;Hauptschulen;Fachhochschulreife;Insgesamt;0
2018/19;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2018/19;Hauptschulen;Insgesamt;Insgesamt;83475
2018/19;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;7461
2018/19;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;22500
2018/19;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;64605
2018/19;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2018/19;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2018/19;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;94569
2018/19;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2535
2018/19;Realschulen;Erster Schulabschluss;Insgesamt;6402
2018/19;Realschulen;Mittlerer Schulabschluss;Insgesamt;135390
2018/19;Realschulen;Fachhochschulreife;Insgesamt;0
2018/19;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2018/19;Realschulen;Insgesamt;Insgesamt;144327
2018/19;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;168
2018/19;Gymnasien (G9);Erster Schulabschluss;Insgesamt;573
2018/19;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;10350
2018/19;Gymnasien (G9);Fachhochschulreife;Insgesamt;0
2018/19;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;31260
2018/19;Gymnasien (G9);Insgesamt;Insgesamt;42354
2018/19;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;1224
2018/19;Gymnasien (G8);Erster Schulabschluss;Insgesamt;4245
2018/19;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;25731
